分组,类别,名称,机构,语言,地区,读法,梯队,出口,每周条数,提供什么,本机核查,生产机核查,防护,入口地址,备用入口,备注,id
一、临床证据：期刊、文献流与预印本,文献查询流,PubMed 检索流 · 医学文献计量,U.S. National Library of Medicine (NCBI E-utilities),en,US,开放接口,P1,直连,69,近 7 天新增、文献计量/科学计量方法 AND 医学语境的文章,api-ok,api-ok,,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&sort=pub+date&datetype=edat&reldate=7&term=((bibliometric*[tiab]+OR+scientometric*[tiab]+OR+%22research+trends%22[ti]+OR+%22global+trends%22[ti])+AND+(medicine[tiab]+OR+medical[tiab]+OR+clinical[tiab]+OR+health[tiab]+OR+disease[tiab]+OR+diseases[tiab])),,bibliometric*[tiab] 的通配符在 PubMed 可用；必须 AND 医学语境词，否则会混入材料学、图书馆学的计量论文。,pubmed-bibliometrics-medicine
一、临床证据：期刊、文献流与预印本,文献查询流,PubMed 自建 RSS（Create RSS 的 POST 接口）,U.S. National Library of Medicine,en,US,订阅源,P0,直连,63,把任意 PubMed 检索式变成一条官方 RSS：标题、作者、期刊、日期、DOI、PMID 与摘要片段,feed-ok,feed-ok,,https://pubmed.ncbi.nlm.nih.gov/rss/search/1ZIrvZUsS72-d2tYfo6LacyS-UVyWkW30gTo-6YlDHZM7Umk4k/?limit=100&utm_campaign=pubmed-2&fc=20260921060402,https://pubmed.ncbi.nlm.nih.gov/create-rss-feed-url/,"✅ 当天实测：不用浏览器也能建 RSS。三步：① GET 任一 PubMed 检索页（如 https://pubmed.ncbi.nlm.nih.gov/?term=<检索式>），从 HTML 里抠出 <input name=""csrfmiddlewaretoken"" value=""…"">；② POST https://pubmed.ncbi.nlm.nih.gov/create-rss-feed-url/ ，带 Cookie: csrftoken=<同一个 token>、Header X-CSRFToken/Origin/Referer，表单字段是 csrfmiddlewaretoken、term、search_term、name、limit（limit 取值 5/10/15/20/50/100）；③ 返回 200 + {""rss_feed_url"": ""https://pubmed.n",pubmed-rss-created-headlessly
一、临床证据：期刊、文献流与预印本,文献查询流,PubMed E-utilities esummary（PMID → 书目元数据）,U.S. National Library of Medicine (NCBI E-utilities),en,US,开放接口,P0,直连,0,不是新闻流，是上面 17 条 esearch 流的第二跳：把 PMID 变成标题/期刊/日期/DOI/出版类型,api-ok,api-ok,,"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esummary.fcgi?db=pubmed&retmode=json&id=42734448,42735207,42762229,42753227,42745658","https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&retmode=xml&id=42734448,42735207,42762229,42753227,42745658","当天实测返回 result.<pmid>，字段：title / fulljournalname / source（期刊缩写）/ sortpubdate（YYYY/MM/DD HH:MM，排序用这个）/ epubdate / pubdate / pubtype（数组，如 ['Journal Article','Randomized Controlled Trial']）/ articleids（数组，取 idtype=='doi' 的 value）/ elocationid / authors / issn / essn / nlmuniqueid / pmcrefcount。**esummary 不返回摘要** —— 要摘要必须走 endpoint_alt 的 efetch&retmode=xml。efetch 当天同样实测通过：http 200、117041 字节、5 条记录里含 5 个",pubmed-eutils-esummary
一、临床证据：期刊、文献流与预印本,预印本,Europe PMC · medRxiv 预印本流,EMBL-EBI Europe PMC,en,EU,开放接口,P0,直连,318,medRxiv 全量预印本，resultType=core 直接带标题、完整摘要、作者、DOI、首发日期,api-ok,api-ok,,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20PUBLISHER%3A%22medRxiv%22&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20PUBLISHER%3A%22bioRxiv%22&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100 | https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20PUBLISHER%3A%22medRxiv%22%20AND%20FIRST_PDATE%3A%5B2026-09-14%20TO%202026-09-21%5D&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100,"PUBLISHER:""medRxiv"" 是当天实测有效的筛选字段（全库 89124 条，近 7 天 318 条），比按 SRC:PPR + 关键词猜医学相关干净得多。不加 FIRST_PDATE 直接按 sort=P_PDATE_D desc 读第 1 页最适合做增量（爬虫按 id/doi 去重即可），endpoint_alt 里给了固定窗口的写法备查。sort 的空格必须编码成 %20 或 +。cursorMark 分页字段是 nextCursorMark / nextPageUrl。⚠️ 延迟抖动大：同一条 URL 当天三次探测分别为 2.3s、>35s 超时、31.9s。resultType=core + pageSize=100 的返回体约 400 KB，高峰时段容易卡到 30 秒以上。爬虫超时设 ≥60s 并带 1 次重试；若只要题录不要摘要，改 resultType=lite ",europepmc-medrxiv-preprints
一、临床证据：期刊、文献流与预印本,文献查询流,Europe PMC · DOI 批量补摘要,EMBL-EBI Europe PMC,en,EU,开放接口,P0,直连,0,拿一串 DOI 换回摘要、MeSH、机构、关键词、开放获取状态与全文链接,api-ok,api-ok,,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=DOI%3A%2210.1080%2F15502783.2026.2720742%22%20OR%20DOI%3A%2210.1080%2F07853890.2026.2729947%22%20OR%20DOI%3A%2210.1212%2FCPJ.0000000000200659%22&format=json&resultType=core&pageSize=25,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A42734448%20AND%20SRC%3AMED&format=json&resultType=core,"用法：query=DOI:""a"" OR DOI:""b"" OR …（DOI 必须加双引号，斜杠不用转义，整串按 URL 编码），resultType=core 才有 abstractText。当天用 3 个真实 DOI 实测 hitCount=3、3 条全部带摘要，返回里还有 meshHeadingList / keywordList / affiliation / fullTextUrlList / isOpenAccess / citedByCount。注意 DOI 大小写会被归一化（请求里的 MEDGASRES-D-26-00067 返回成小写），去重时按小写比对。单次 query 长度有限，建议每批 ≤25 个 DOI。匿名调用无需 key；官方建议 ≤ 每秒数次，大批量走 POST /searchPOST。",europepmc-doi-abstract-enrich
一、临床证据：期刊、文献流与预印本,预印本,Europe PMC · 预印本里的随机对照试验,EMBL-EBI Europe PMC,en,EU,开放接口,P0,直连,19,摘要里自述为随机对照试验的预印本，正式发表前数月即可见,api-ok,api-ok,,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20(ABSTRACT%3A%22randomised%20controlled%20trial%22%20OR%20ABSTRACT%3A%22randomized%20controlled%20trial%22)&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100,,ABSTRACT: 字段限定很关键——不限定字段时 Europe PMC 会搜开放全文，随机对照试验一词在讨论/参考文献里到处都是。英美双拼写都要写。全库 5744 条、近 7 天 19 条。推送时务必标注“预印本，未经同行评议”。,europepmc-preprint-rct
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 流行病学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,45,medRxiv 流行病学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Epidemiology,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-epidemiology
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 感染性疾病,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,22,medRxiv 感染性疾病学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Infectious_Diseases,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-infectious-diseases
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 肿瘤学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,12,medRxiv 肿瘤学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Oncology,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-oncology
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 心血管医学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,21,medRxiv 心血管医学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Cardiovascular_Medicine,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-cardiovascular-medicine
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 医学信息学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,25,medRxiv 医学信息学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Health_Informatics,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-health-informatics
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 药理学与治疗学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,2,medRxiv 药理学与治疗学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Pharmacology_and_Therapeutics,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。本学科 med,medrxiv-pharmacology-and-therapeutics
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 公共卫生与全球健康,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,25,medRxiv 公共卫生与全球健康学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Public_and_Global_Health,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-public-and-global-health
一、临床证据：期刊、文献流与预印本,预印本,medRxiv · 精神病学与临床心理学,medRxiv (BMJ / Yale / Cold Spring Harbor Laboratory),en,US,订阅源,P0,直连,33,medRxiv 精神病学与临床心理学学科的新预印本：标题、摘要、作者、DOI、发布日期,feed-ok,feed-ok,,https://connect.medrxiv.org/medrxiv_xml.php?subject=Psychiatry_and_Clinical_Psychology,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,⚠️ connect.medrxiv.org 当天极不稳定：同一条 URL 第一次 curl 在 20s/40s 超时、重试才拿到 200（成功时只要 1.3s）。DNS 解析正常（143.48.220.72）、TCP 443 能连上，是 HTTP 层挂住。爬虫必须带重试（建议 3 次、间隔 3-5s、单次超时 ≥40s），只失败一次不要判死。feed 是 RSS 1.0 (RDF)，固定只回最新 30 条，含 dc:date 与 prism:publicationDate 两个日期标签，抓 dc:title/dc:description(摘要)/dc:creator/prism:doi。轮询间隔 ≤1 天，否则高产学科会漏条。volume_per_week 是用 api.medrxiv.org 拉全周 394 条后按 category 精确计数得到的，不是 feed 条数。,medrxiv-psychiatry-and-clinical-psychology
一、临床证据：期刊、文献流与预印本,预印本,medRxiv Details API（按日期窗口全量拉取）,medRxiv / Cold Spring Harbor Laboratory,en,US,开放接口,P0,直连,395,一个日期窗口内 medRxiv 的全部预印本：doi/title/authors/通讯作者机构/date/version/type/license/category/jatsxml/abstract/published,api-ok,api-ok,,https://api.medrxiv.org/details/medrxiv/2026-09-14/2026-09-21/0/json,https://api.medrxiv.org/details/medrxiv/2026-09-18/2026-09-21/0/json,URL 形如 /details/medrxiv/<YYYY-MM-DD>/<YYYY-MM-DD>/<cursor>/json，cursor 按 100 步进，messages[0] 里有 count/total/count_new_papers。当天实测：2026-09-14→2026-09-21 全周 total=395，分 4 页取回 394 条；published 字段是转为正式论文后的期刊 DOI（未发表时为 'NA'），可用来判断“预印本已见刊”。⚠️ 连续翻页会撞 503：本次 cursor=100/200/300 各重试过 1-2 次，页间至少 sleep 5s。⚠️ 同域的 api.biorxiv.org 当天 120s 超时完全不可达，bioRxiv 只能走 connect.biorxiv.org 的 RSS。⚠️ 延迟抖动大：同一条 URL 当天三次探测分别为 1.6,medrxiv-api-details
一、临床证据：期刊、文献流与预印本,预印本,bioRxiv · 药理学与毒理学,bioRxiv / Cold Spring Harbor Laboratory,en,US,订阅源,P1,直连,30,药理学与毒理学方向的生物医学预印本：机制、靶点、毒性研究,feed-ok,feed-ok,,https://connect.biorxiv.org/biorxiv_xml.php?subject=pharmacology_and_toxicology,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20PUBLISHER%3A%22bioRxiv%22&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100,feed 固定 30 条、当天 30 条全部落在近 7 天内（说明该学科周产 ≥30，实际更高，feed 被截断）。⚠️ api.biorxiv.org/details/biorxiv/... 当天 120 秒超时、零字节返回，与 api.medrxiv.org 的可用状态完全相反——两者虽同属 CSHL 但不是同一条链路。connect.biorxiv.org 与 connect.medrxiv.org 同一个 IP，同样需要重试。,biorxiv-pharmacology-toxicology
一、临床证据：期刊、文献流与预印本,预印本,bioRxiv · 全学科新预印本,bioRxiv / Cold Spring Harbor Laboratory,en,US,订阅源,P1,直连,30,bioRxiv 全部学科的最新 30 条预印本,feed-ok,feed-ok,,https://connect.biorxiv.org/biorxiv_xml.php?subject=all,,subject=all 在 bioRxiv 侧当天可用（medRxiv 侧的 subject=all 首次探测 20s 超时）。30 条上限意味着 bioRxiv 全站日产远超 30，这条流只适合做时效采样，不能当全量。,biorxiv-all-subjects
一、临床证据：期刊、文献流与预印本,预印本,arXiv · cs.CL 临床/医学 NLP,arXiv (Cornell University),en,US,订阅源,P1,直连,30,计算语言学分类下摘要含 clinical 或 medical 的新论文（医学大模型的主产区）,feed-ok,feed-ok,,https://export.arxiv.org/api/query?search_query=cat:cs.CL+AND+%28abs:clinical+OR+abs:medical%29&sortBy=submittedDate&sortOrder=descending&max_results=100,,"查询语法用 abs: 限定摘要而不是 all:，否则参考文献里出现 clinical 的论文都会进来。返回 Atom，每条有 <published>(v1 提交时间)/<updated>/<title>/<summary>(摘要)/<author>/<category>/<link rel=""alternate"">，DOI 只有作者登记过才有 <arxiv:doi>。当天全库匹配 5661 条、近 7 天 30 条。⚠️ arXiv API 要求带 User-Agent，裸 urllib 请求当天直接回 406 Not Acceptable；官方限速建议 ≥3 秒一次请求。sortBy=submittedDate 排的是首次提交时间，最新一条为 2026-09-18（API 索引有 1-3 天滞后）。",arxiv-cs-cl-clinical
一、临床证据：期刊、文献流与预印本,预印本,arXiv · eess.IV 医学影像,arXiv (Cornell University),en,US,订阅源,P1,直连,11,图像与视频处理分类下的医学影像 AI 新论文,feed-ok,feed-ok,,https://export.arxiv.org/api/query?search_query=cat:eess.IV+AND+%28abs:medical+OR+abs:clinical+OR+abs:radiology%29&sortBy=submittedDate&sortOrder=descending&max_results=100,,当天全库匹配 9087 条、近 7 天 11 条；200 条一页可回溯到 2026-06-16，说明该切片日产约 3 条，轮询一天一次足够。,arxiv-eess-iv-medical-imaging
一、临床证据：期刊、文献流与预印本,预印本,arXiv · q-bio.QM 定量生物学方法,arXiv (Cornell University),en,US,订阅源,P1,直连,26,定量方法学分类：统计、流行病学建模、生信方法的新论文,feed-ok,feed-ok,,https://export.arxiv.org/api/query?search_query=cat:q-bio.QM&sortBy=submittedDate&sortOrder=descending&max_results=100,,不加关键词限定：q-bio.QM 本身就是方法学专区，加词反而漏。当天全库 13605 条、近 7 天 26 条。,arxiv-qbio-qm
一、临床证据：期刊、文献流与预印本,预印本,Research Square 预印本（经 Europe PMC）,Research Square / Springer Nature,en,US,开放接口,P1,直连,2114,Research Square 上新贴出的预印本（含 In Review 里送审中的 Springer Nature 稿件），带完整摘要与 DOI,api-ok,api-ok,,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=SRC%3APPR%20AND%20PUBLISHER%3A%22Research%20Square%22&format=json&sort=P_PDATE_D%20desc&resultType=core&pageSize=100,https://www.researchsquare.com/browse,不走 researchsquare.com 自己的站：/browse 是 Next.js 客户端渲染的 HTML（当天 200、234 KB，但列表由 JS 注入，且 ?journal=&sortBy= 这类参数会被重定向到 /error?message=notFound），要解析得上云浏览器。改走 Europe PMC 的 PUBLISHER 过滤，一次调用就有标题+摘要+DOI。⚠️ 周量 2114 条，是本 slice 里最大的一路，必须先按医学主题过滤再入库，否则会淹掉整个 feed。,research-square-preprints
一、临床证据：期刊、文献流与预印本,预印本,SSRN · Preprints with The Lancet,SSRN / Elsevier,en,US,列表页,P2,云端浏览器,0,投给 Lancet 系列、在 SSRN 上先行公开的临床预印本,blocked,failed,cloudflare,https://papers.ssrn.com/sol3/Jeljour_results.cfm?form_name=journalBrowse&journal_id=3526883,,"⚠️ 两条路都不通：papers.ssrn.com 当天回 Cloudflare 的 'Just a moment...'（403）；Europe PMC 侧 PUBLISHER:""SSRN"" 近 7 天命中 0 条，仅存的 SSRN 记录停在 2021-2023，说明 Europe PMC 已不再收录 SSRN。journal_id=3526883 未能在被拦的情况下确认，维护者接入前须先人工核对该 id。",ssrn-lancet-preprints
一、临床证据：期刊、文献流与预印本,预印本,ChinaXiv 中国科学院科技论文预发布平台,中国科学院文献情报中心,zh,CN,列表页,P1,直连,0,国内中文预印本，首页滚动列出最新 /abs/<YYYYMM.NNNNN> 条目,page-ok,page-ok,,https://chinaxiv.org/home.htm,,⚠️ 当天实测三条路被封：OAI-PMH 接口 https://chinaxiv.org/oai/OAIHandler?verb=Identify 回 43 字节的 'Sorry!You have no right to access this web.'；/user/search.htm 回 403「系统正在维护中」；/newest.htm 与 /subject/list.htm 均 404。只有 home.htm 可用（200，104 KB），首页上能抓到 24 个 /abs/<id> 链接、最新到 202609.00183，说明平台仍在更新但没有机器可读的增量口。id 形如 202609.00183，按月+序号递增，可据此推断新条目。volume_per_week 记 0 表示没测出可靠的周产量，不代表没有更新。,chinaxiv-preprints
五、研发产业：产业媒体、药企与试验注册,临床试验注册,ClinicalTrials.gov · 新登记的 3 期试验,U.S. National Library of Medicine · ClinicalTrials.gov,en,US,开放接口,P0,直连,45,按首次公示日期倒序的 3 期临床试验：适应证、干预、申办方、样本量、主要终点,api-ok,api-ok,,https://clinicaltrials.gov/api/v2/studies?filter.advanced=AREA%5BPhase%5DPHASE3&sort=StudyFirstPostDate%3Adesc&pageSize=50&format=json&countTotal=true,,当天全库 3 期共 49880 条、近 7 天新登记 45 条。 抓取字段（当天实测）：totalCount + studies[].protocolSection 下 identificationModule.nctId / briefTitle / officialTitle、statusModule.overallStatus 与 studyFirstPostDateStruct / lastUpdatePostDateStruct / resultsFirstPostDateStruct（各含 date 与 type=ACTUAL|ESTIMATED）、designModule.phases / studyType、conditionsModule.conditions、armsInterventionsModule、sponsorCollaboratorsModule、conta,ctgov-phase3-new-registrations
五、研发产业：产业媒体、药企与试验注册,临床试验注册,ClinicalTrials.gov · 首次公布结果的试验,U.S. National Library of Medicine · ClinicalTrials.gov,en,US,开放接口,P0,直连,66,按结果首次公示日期倒序：带结构化结局数据与不良事件表的试验,api-ok,api-ok,,https://clinicaltrials.gov/api/v2/studies?filter.advanced=AREA%5BResultsFirstPostDate%5DRANGE%5BMIN%2CMAX%5D&sort=ResultsFirstPostDate%3Adesc&pageSize=50&format=json&countTotal=true,,"用 AREA[ResultsFirstPostDate]RANGE[MIN,MAX] 筛掉没有结果的试验（否则排序字段为空的记录会混进来）。当天有结果的共 80148 条、近 7 天新公布 66 条。 抓取字段（当天实测）：totalCount + studies[].protocolSection 下 identificationModule.nctId / briefTitle / officialTitle、statusModule.overallStatus 与 studyFirstPostDateStruct / lastUpdatePostDateStruct / resultsFirstPostDateStruct（各含 date 与 type=ACTUAL|ESTIMATED）、designModule.phases / studyType、conditionsModule",ctgov-results-first-posted
五、研发产业：产业媒体、药企与试验注册,临床试验注册,ClinicalTrials.gov · 中国研究中心的干预性试验,U.S. National Library of Medicine · ClinicalTrials.gov,en,US,开放接口,P0,直连,84,研究中心位于中国、按登记日期倒序的干预性试验,api-ok,api-ok,,https://clinicaltrials.gov/api/v2/studies?query.locn=China&filter.advanced=AREA%5BStudyType%5DINTERVENTIONAL&sort=StudyFirstPostDate%3Adesc&pageSize=50&format=json&countTotal=true,,query.locn=China 匹配研究中心所在地（不是申办方国籍）。当天全库 42355 条、近 7 天 84 条，是五条 CT.gov 流里最大的一路。 抓取字段（当天实测）：totalCount + studies[].protocolSection 下 identificationModule.nctId / briefTitle / officialTitle、statusModule.overallStatus 与 studyFirstPostDateStruct / lastUpdatePostDateStruct / resultsFirstPostDateStruct（各含 date 与 type=ACTUAL|ESTIMATED）、designModule.phases / studyType、conditionsModule.conditions、armsInter,ctgov-china-interventional
五、研发产业：产业媒体、药企与试验注册,临床试验注册,ClinicalTrials.gov · 中医药干预试验,U.S. National Library of Medicine · ClinicalTrials.gov,en,US,开放接口,P0,直连,9,干预措施含中医药、中草药、针灸、艾灸的注册试验,api-ok,api-ok,,https://clinicaltrials.gov/api/v2/studies?query.intr=%22traditional%20Chinese%20medicine%22%20OR%20%22Chinese%20herbal%22%20OR%20acupuncture%20OR%20moxibustion&sort=StudyFirstPostDate%3Adesc&pageSize=50&format=json&countTotal=true,,必须用 query.intr（干预字段）而不是 query.term：用 query.term 时当天首条返回的是一项与中医药无关的免疫衰老研究（全文任意位置命中即可），改 query.intr 后前四条全部是针灸/葛根/乌草安敷方之类的真中医药干预。当天全库 3276 条、近 7 天 9 条。 抓取字段（当天实测）：totalCount + studies[].protocolSection 下 identificationModule.nctId / briefTitle / officialTitle、statusModule.overallStatus 与 studyFirstPostDateStruct / lastUpdatePostDateStruct / resultsFirstPostDateStruct（各含 date 与 type=ACTUAL|ESTIMATED）、,ctgov-tcm-interventions
五、研发产业：产业媒体、药企与试验注册,临床试验注册,ClinicalTrials.gov · 终止/暂停/撤回的 3 期试验,U.S. National Library of Medicine · ClinicalTrials.gov,en,US,开放接口,P0,直连,16,状态变为 TERMINATED / SUSPENDED / WITHDRAWN 的 3 期试验，按最后更新日倒序,api-ok,api-ok,,https://clinicaltrials.gov/api/v2/studies?filter.overallStatus=TERMINATED%7CSUSPENDED%7CWITHDRAWN&filter.advanced=AREA%5BPhase%5DPHASE3&sort=LastUpdatePostDate%3Adesc&pageSize=50&format=json&countTotal=true,,终止原因在 statusModule.whyStopped 里（自由文本，常写明 'lack of efficacy'、'safety'、'business decision'），入库时务必一起取。当天符合状态的 3 期共 5737 条、近 7 天有更新的 16 条。 抓取字段（当天实测）：totalCount + studies[].protocolSection 下 identificationModule.nctId / briefTitle / officialTitle、statusModule.overallStatus 与 studyFirstPostDateStruct / lastUpdatePostDateStruct / resultsFirstPostDateStruct（各含 date 与 type=ACTUAL|ESTIMATED）、designModule.p,ctgov-stopped-phase3
